X1,PA0
X2,PA1
X3,PA2
X4,PB11
X5,PB12
X6,PB2
X7,PB10
X8,PB14
X9,PB15
Y2,PB9
Y3,PB8
Y4,PA5
Y5,PC4
Y6,PC5
Y7,PB0
Y8,PE11
Y9,PE14
PA0,PA0
PA1,PA1
PA2,PA2
PA3,PA3
PA4,PA4
PA5,PA5
PA6,PA6
PA7,PA7
PA9,PA9
PA10,PA10
PA11,PA11
PA12,PA12
PA15,PA15
PB0,PB0
PB1,PB1
PB2,PB2
PB3,PB3
PB4,PB4
PB5,PB5
PB6,PB6
PB7,PB7
PB8,PB8
PB9,PB9
PB10,PB10
PB12,PB12
PB13,PB13
PB14,PB14
PB15,PB15
PC0,PC0
PC1,PC1
PC2,PC2
PC3,PC3
PC4,PC4
PC5,PC5
PC6,PC6
PC7,PC7
PC8,PC8
PC9,PC9
PC10,PC10
PC11,PC11
PC12,PC12
PC13,PC13
PC14,PC14
PC15,PC15
PD0,PD0
PD1,PD1
PD2,PD2
PD3,PD3
PD4,PD4
PD5,PD5
PD6,PD6
PD7,PD7
PD8,PD8
PD9,PD9
PD10,PD10
PD11,PD11
PD12,PD12
PD13,PD13
PD14,PD14
PD15,PD15
PE0,PE0
PE1,PE1
PE2,PE2
PE3,PE3
PE4,PE4
PE5,PE5
PE6,PE6
PE7,PE7
PE8,PE8
PE9,PE9
PE10,PE10
PE11,PE11
PE12,PE12
PE13,PE13
PE14,PE14
PE15,PE15
PH0,PH0
PH1,PH1
LED_GREEN,PE12
LED_RED,PE15
LED_TORCH,PC7
SW,PD10
BUZZ,PD12
BTN_A,PA15
BTN_B,PD11
BTN_MENU,PD3
JOY_UP,PD8
JOY_DOWN,PD10
JOY_RIGHT,PD6
JOY_LEFT,PD9
